star_id,ra,dec,pmra,epmra,pmdec,epmdec,plx,eplx,mz,ez,my,ey,mj,ej,mh,eh,mk,ek,probability,cluster
7135,246.799861362831,-49.1256066222958,1.97663116455078,0.0502288192510605,-4.44260835647583,0.0370944403111935,0.920278966426849,0.0429230779409409,,0.0193185382701181,,0.0161960369439542,14.0848999023438,0.0162695474368655,13.6191997528076,0.0193185382701181,13.4870004653931,0.0160620525160491,1,NGC_6134
7136,246.775811275889,-49.1310549581278,2.34453153610229,0.0292529258877039,-4.36837291717529,0.0218743998557329,0.837688207626343,0.025659928098321,,0.0183919891792406,,0.0152897013335234,13.2495002746582,0.0152321670965871,12.9258003234863,0.0183919891792406,12.8133144128832,0.0166810075052152,1,NGC_6134
7137,246.792377642719,-49.1343654475848,1.87156319618225,0.0207120720297098,-4.61444234848022,0.0153576070442796,0.896831095218658,0.0183571819216013,,0.0183618789267897,,0.0152722497865951,12.5666999816895,0.0164205505134513,12.3391314322783,0.0183618789267897,12.2243662589351,0.0170602315841622,1,NGC_6134
7138,246.837063307309,-49.1059781863502,2.07767748832703,0.182541012763977,-4.25302171707153,0.142380803823471,0.888354539871216,0.151926591992378,,0.0237933160854707,,0.020694136231796,15.4057998657227,0.0192917748691595,14.6640996932983,0.0237933160854707,14.4785003662109,0.0201558089037439,1,NGC_6134
7139,246.886899179432,-49.0951077458075,2.03918814659119,0.0573469884693623,-4.58461093902588,0.0428131707012653,0.853913724422455,0.0514768809080124,19.6525993347168,0.0194937069484714,18.6117992401123,0.0162883484195211,14.467399597168,0.0161947660268241,14.0171003341675,0.0194937069484714,13.8965997695923,0.0171161055601377,1,NGC_6134
7140,246.825135724572,-49.1272134093425,1.97784173488617,0.0843623727560043,-4.52890110015869,0.0605203211307526,0.836958527565002,0.0731047168374062,17.0370006561279,0.0202506794283848,15.1098003387451,0.017525096500454,14.9905004501343,0.0181352888543289,14.4462995529175,0.0202506794283848,14.3023995861591,0.0184232107343335,1,NGC_6134
7141,246.822808053069,-49.1306070449006,2.52073526382446,0.0182198509573936,-4.31239652633667,0.0138656236231327,0.875249266624451,0.0168422367423773,,0.0197866082120126,,0.0160231364985271,12.1630935166578,0.0243344836527344,11.9295947742462,0.0197866082120126,11.8230003808296,0.0244754991180975,1,NGC_6134
7142,246.859410444784,-49.1231037846129,2.26804423332214,0.0221958458423615,-4.63557720184326,0.0163723286241293,0.867676675319672,0.0194833297282457,,0.0182845936374156,,0.0152385743263113,12.6378002166748,0.0158671828120783,12.3639023263085,0.0182845936374156,12.2651871360444,0.0176675187889847,1,NGC_6134
7143,246.870412184719,-49.1276070671477,2.36646914482117,0.0225884802639484,-4.67978143692017,0.0165130216628313,0.857070565223694,0.0196836646646261,,0.0198300115834791,19.5531005859375,0.0161670150689333,12.046107108535,0.0292890331427084,11.6225953197479,0.0198300115834791,11.5789135447764,0.030554936090676,1,NGC_6134
7144,246.840501278898,-49.1444160892684,2.45276546478271,0.0230795629322529,-4.41022968292236,0.0158537197858095,0.84202241897583,0.0197293497622013,,0.0183073846899692,18.4619007110596,0.0152010880658586,12.6833000183105,0.0155548030291153,12.4639546341427,0.0183073846899692,12.3250923045108,0.0175961420452168,1,NGC_6134
7145,246.848301480576,-49.1429917406506,2.39680957794189,0.0692840740084648,-4.43252849578857,0.0479841567575932,0.875790238380432,0.0572275407612324,,0.0191170083462118,,0.0163043117472577,14.5893001556396,0.0161135721125853,14.1356000900269,0.0191170083462118,14.0214996337891,0.0170302005428789,1,NGC_6134
7146,246.85645243033,-49.1477620097065,1.95852267742157,0.0684067979454994,-4.42223024368286,0.0482236333191395,0.822334706783295,0.0560127124190331,,0.019178175323001,,0.0162929914553619,14.5738000869751,0.0161067725221928,14.1287002563477,0.019178175323001,14.0037002563477,0.0170490430840749,1,NGC_6134
7147,246.845987238996,-49.1486230115658,1.90043127536774,0.0173778794705868,-4.39636564254761,0.0120726469904184,0.882545471191406,0.0150776850059628,,0.0277682190486599,,0.0232737724364972,11.5593976945877,0.0220104971948952,11.3321296644211,0.0277682190486599,11.225947687149,0.0311353812940927,1,NGC_6134
7148,246.728739141622,-49.1408927956252,2.23345232009888,0.0900878831744194,-4.77165746688843,0.0654015466570854,0.863545000553131,0.0747122690081596,,0.0202734566739987,,0.0177080058163543,15.0214996337891,0.0183220610578737,14.4837999343872,0.0202734566739987,14.358099937439,0.0190106506060771,1,NGC_6134
7149,246.759298785865,-49.1463483367563,2.16640758514404,0.0241030622273684,-4.7729434967041,0.0177711844444275,0.844598829746246,0.0224129296839237,,0.0183285800526888,,0.0152464025366821,12.855899810791,0.0152009251831602,12.5536003112793,0.0183285800526888,12.40562979105,0.0178534827651674,1,NGC_6134
